,SOC,SOH,Power,Temperature,SEI_after,SEI_delta
6352,49,1.7778,0.26316,23,1.78E-08,46.58901303
6353,49,1.7778,0.36842,23,1.78E-08,47.627052
6354,49,1.7778,0.47368,23,1.78E-08,48.6757
6355,49,1.7778,0.57895,23,1.78E-08,49.75527
6356,49,1.7778,0.68421,23,1.78E-08,50.87342701
6357,49,1.7778,0.78947,23,1.78E-08,52.01283101
6358,49,1.7778,0.89474,23,1.78E-08,53.18778902
6359,49,1.7778,1,23,1.78E-08,54.39122803
6370,49,1.8889,0.052632,23,1.89E-08,44.60178999
6371,49,1.8889,0.15789,23,1.89E-08,45.57497698
6372,49,1.8889,0.26316,23,1.89E-08,46.56099
6373,49,1.8889,0.36842,23,1.89E-08,47.580616
6374,49,1.8889,0.47368,23,1.89E-08,48.62979197
6375,49,1.8889,0.57895,23,1.89E-08,49.70220298
6376,49,1.8889,0.68421,23,1.89E-08,50.80941299
6377,49,1.8889,0.78947,23,1.89E-08,51.939056
6378,49,1.8889,0.89474,23,1.89E-08,53.09903698
6379,49,1.8889,1,23,1.89E-08,54.28635499
6390,49,2,0.052632,23,2.00E-08,44.586126
6391,49,2,0.15789,23,2.00E-08,45.54928101
6392,49,2,0.26316,23,2.00E-08,46.53479799
6393,49,2,0.36842,23,2.00E-08,47.54958899
6394,49,2,0.47368,23,2.00E-08,48.59086201
6395,49,2,0.57895,23,2.00E-08,49.64931699
6396,49,2,0.68421,23,2.00E-08,50.734111
6397,49,2,0.78947,23,2.00E-08,51.85885799
6398,49,2,0.89474,23,2.00E-08,53.012023
6399,49,2,1,23,2.00E-08,54.17717099
6410,48,1,0.052632,23,1.00E-08,44.67767999
6411,48,1,0.15789,23,1.00E-08,45.703092
6412,48,1,0.26316,23,1.00E-08,46.75754899
6413,48,1,0.36842,23,1.00E-08,47.853008
6414,48,1,0.47368,23,1.00E-08,48.963038
6415,48,1,0.57895,23,1.00E-08,50.12620799
6416,48,1,0.68421,23,1.00E-08,51.31957699
6417,48,1,0.78947,23,1.00E-08,52.54324299
6418,48,1,0.89474,23,1.00E-08,53.80288999
6419,48,1,1,23,1.00E-08,55.10568601
6430,48,1.1111,0.052632,23,1.11E-08,44.670038
6431,48,1.1111,0.15789,23,1.11E-08,45.683298
6432,48,1.1111,0.26316,23,1.11E-08,46.73918601
6433,48,1.1111,0.36842,23,1.11E-08,47.80964701
6434,48,1.1111,0.47368,23,1.11E-08,48.928513
6435,48,1.1111,0.57895,23,1.11E-08,50.06813101
6436,48,1.1111,0.68421,23,1.11E-08,51.24916
6437,48,1.1111,0.78947,23,1.11E-08,52.459848
6438,48,1.1111,0.89474,23,1.11E-08,53.711139
6439,48,1.1111,1,23,1.11E-08,55.000596
6450,48,1.2222,0.052632,23,1.22E-08,44.66330601
6451,48,1.2222,0.15789,23,1.22E-08,45.671113
6452,48,1.2222,0.26316,23,1.22E-08,46.710148
6453,48,1.2222,0.36842,23,1.22E-08,47.78422699
6454,48,1.2222,0.47368,23,1.22E-08,48.88503999
6455,48,1.2222,0.57895,23,1.22E-08,50.022613
6456,48,1.2222,0.68421,23,1.22E-08,51.18801101
6457,48,1.2222,0.78947,23,1.22E-08,52.394059
6458,48,1.2222,0.89474,23,1.22E-08,53.63271599
6459,48,1.2222,1,23,1.22E-08,54.89736399
6470,48,1.3333,0.052632,23,1.33E-08,44.655572
6471,48,1.3333,0.15789,23,1.33E-08,45.65528201
6472,48,1.3333,0.26316,23,1.33E-08,46.686153
6473,48,1.3333,0.36842,23,1.33E-08,47.749683
6474,48,1.3333,0.47368,23,1.33E-08,48.849203
6475,48,1.3333,0.57895,23,1.33E-08,49.97078401
6476,48,1.3333,0.68421,23,1.33E-08,51.131846
6477,48,1.3333,0.78947,23,1.33E-08,52.323246
6478,48,1.3333,0.89474,23,1.33E-08,53.54311101
6479,48,1.3333,1,23,1.33E-08,54.80021401
6490,48,1.4444,0.052632,23,1.44E-08,44.646858
6491,48,1.4444,0.15789,23,1.44E-08,45.64327599
6492,48,1.4444,0.26316,23,1.44E-08,46.666581
6493,48,1.4444,0.36842,23,1.44E-08,47.715788
6494,48,1.4444,0.47368,23,1.44E-08,48.80471599
6495,48,1.4444,0.57895,23,1.44E-08,49.920863
6496,48,1.4444,0.68421,23,1.44E-08,51.06795701
6497,48,1.4444,0.78947,23,1.44E-08,52.252338
6498,48,1.4444,0.89474,23,1.44E-08,53.45599299
6499,48,1.4444,1,23,1.44E-08,54.702456
6510,48,1.5556,0.052632,23,1.56E-08,44.63558799
6511,48,1.5556,0.15789,23,1.56E-08,45.62212998
6512,48,1.5556,0.26316,23,1.56E-08,46.645666
6513,48,1.5556,0.36842,23,1.56E-08,47.69127599
6514,48,1.5556,0.47368,23,1.56E-08,48.768554
6515,48,1.5556,0.57895,23,1.56E-08,49.86827299
6516,48,1.5556,0.68421,23,1.56E-08,51.00572899
6517,48,1.5556,0.78947,23,1.56E-08,52.18355199
6518,48,1.5556,0.89474,23,1.56E-08,53.37958501
6519,48,1.5556,1,23,1.56E-08,54.60496898
6530,48,1.6667,0.052632,23,1.67E-08,44.62505901
6531,48,1.6667,0.15789,23,1.67E-08,45.60604301
6532,48,1.6667,0.26316,23,1.67E-08,46.61423899
6533,48,1.6667,0.36842,23,1.67E-08,47.662958
6534,48,1.6667,0.47368,23,1.67E-08,48.726291
6535,48,1.6667,0.57895,23,1.67E-08,49.82222401
6536,48,1.6667,0.68421,23,1.67E-08,50.94957199
6537,48,1.6667,0.78947,23,1.67E-08,52.10969601
6538,48,1.6667,0.89474,23,1.67E-08,53.286226
6539,48,1.6667,1,23,1.67E-08,54.50611001
6550,48,1.7778,0.052632,23,1.78E-08,44.61172502
6551,48,1.7778,0.15789,23,1.78E-08,45.59330201
6552,48,1.7778,0.26316,23,1.78E-08,46.591204
6553,48,1.7778,0.36842,23,1.78E-08,47.62317501
6554,48,1.7778,0.47368,23,1.78E-08,48.683596
6555,48,1.7778,0.57895,23,1.78E-08,49.77526702
6556,48,1.7778,0.68421,23,1.78E-08,50.88431601
6557,48,1.7778,0.78947,23,1.78E-08,52.034087
6558,48,1.7778,0.89474,23,1.78E-08,53.19920101
6559,48,1.7778,1,23,1.78E-08,54.41858901
6570,48,1.8889,0.052632,23,1.89E-08,44.59526099
6571,48,1.8889,0.15789,23,1.89E-08,45.56675699
6572,48,1.8889,0.26316,23,1.89E-08,46.561707
6573,48,1.8889,0.36842,23,1.89E-08,47.60230498
6574,48,1.8889,0.47368,23,1.89E-08,48.641247
6575,48,1.8889,0.57895,23,1.89E-08,49.7194
6576,48,1.8889,0.68421,23,1.89E-08,50.82314399
6577,48,1.8889,0.78947,23,1.89E-08,51.95765697
6578,48,1.8889,0.89474,23,1.89E-08,53.11814498
6579,48,1.8889,1,23,1.89E-08,54.31050499
6590,48,2,0.052632,23,2.00E-08,44.580426
6591,48,2,0.15789,23,2.00E-08,45.54826298
6592,48,2,0.26316,23,2.00E-08,46.54577798
6593,48,2,0.36842,23,2.00E-08,47.54822
6594,48,2,0.47368,23,2.00E-08,48.597155
6595,48,2,0.57895,23,2.00E-08,49.66022499
6596,48,2,0.68421,23,2.00E-08,50.75379201
6597,48,2,0.78947,23,2.00E-08,51.88329899
6598,48,2,0.89474,23,2.00E-08,53.02762899
6599,48,2,1,23,2.00E-08,54.209269
6610,47,1,0.052632,23,1.00E-08,44.674528
6611,47,1,0.15789,23,1.00E-08,45.69932899
6612,47,1,0.26316,23,1.00E-08,46.75101
6613,47,1,0.36842,23,1.00E-08,47.842482
6614,47,1,0.47368,23,1.00E-08,48.962627
6615,47,1,0.57895,23,1.00E-08,50.11471801
6616,47,1,0.68421,23,1.00E-08,51.301911
6617,47,1,0.78947,23,1.00E-08,52.525159
6618,47,1,0.89474,23,1.00E-08,53.78791801
6619,47,1,1,23,1.00E-08,55.092453
6630,47,1.1111,0.052632,23,1.11E-08,44.66785201
6631,47,1.1111,0.15789,23,1.11E-08,45.68529101
6632,47,1.1111,0.26316,23,1.11E-08,46.72944801
6633,47,1.1111,0.36842,23,1.11E-08,47.80737801
6634,47,1.1111,0.47368,23,1.11E-08,48.92294801
6635,47,1.1111,0.57895,23,1.11E-08,50.06482201
6636,47,1.1111,0.68421,23,1.11E-08,51.24451901
6637,47,1.1111,0.78947,23,1.11E-08,52.456113
6638,47,1.1111,0.89474,23,1.11E-08,53.69473101
6639,47,1.1111,1,23,1.11E-08,54.984028
6650,47,1.2222,0.052632,23,1.22E-08,44.65994199
6651,47,1.2222,0.15789,23,1.22E-08,45.66723999
6652,47,1.2222,0.26316,23,1.22E-08,46.713236
6653,47,1.2222,0.36842,23,1.22E-08,47.78611099
6654,47,1.2222,0.47368,23,1.22E-08,48.87952099
6655,47,1.2222,0.57895,23,1.22E-08,50.017964
6656,47,1.2222,0.68421,23,1.22E-08,51.18507999
6657,47,1.2222,0.78947,23,1.22E-08,52.384713
6658,47,1.2222,0.89474,23,1.22E-08,53.61702899
6659,47,1.2222,1,23,1.22E-08,54.89174199
6670,47,1.3333,0.052632,23,1.33E-08,44.651494
6671,47,1.3333,0.15789,23,1.33E-08,45.65289501
6672,47,1.3333,0.26316,23,1.33E-08,46.68743501
6673,47,1.3333,0.36842,23,1.33E-08,47.75684601
6674,47,1.3333,0.47368,23,1.33E-08,48.843734
6675,47,1.3333,0.57895,23,1.33E-08,49.97153001
6676,47,1.3333,0.68421,23,1.33E-08,51.13045001
6677,47,1.3333,0.78947,23,1.33E-08,52.31573701
6678,47,1.3333,0.89474,23,1.33E-08,53.53997601
6679,47,1.3333,1,23,1.33E-08,54.79941001
6690,47,1.4444,0.052632,23,1.44E-08,44.643434
6691,47,1.4444,0.15789,23,1.44E-08,45.635679
6692,47,1.4444,0.26316,23,1.44E-08,46.66376101
6693,47,1.4444,0.36842,23,1.44E-08,47.721892
6694,47,1.4444,0.47368,23,1.44E-08,48.808231
6695,47,1.4444,0.57895,23,1.44E-08,49.923333
6696,47,1.4444,0.68421,23,1.44E-08,51.07644701
6697,47,1.4444,0.78947,23,1.44E-08,52.257763
6698,47,1.4444,0.89474,23,1.44E-08,53.459346
6699,47,1.4444,1,23,1.44E-08,54.70748
6710,47,1.5556,0.052632,23,1.56E-08,44.631899
6711,47,1.5556,0.15789,23,1.56E-08,45.62326798
6712,47,1.5556,0.26316,23,1.56E-08,46.63879799
6713,47,1.5556,0.36842,23,1.56E-08,47.69447199
6714,47,1.5556,0.47368,23,1.56E-08,48.77282599
6715,47,1.5556,0.57895,23,1.56E-08,49.88401699
6716,47,1.5556,0.68421,23,1.56E-08,51.02007399
6717,47,1.5556,0.78947,23,1.56E-08,52.18283701
6718,47,1.5556,0.89474,23,1.56E-08,53.380797
6719,47,1.5556,1,23,1.56E-08,54.62233898
6730,47,1.6667,0.052632,23,1.67E-08,44.62065702
6731,47,1.6667,0.15789,23,1.67E-08,45.60591701
6732,47,1.6667,0.26316,23,1.67E-08,46.61702801
6733,47,1.6667,0.36842,23,1.67E-08,47.660905
6734,47,1.6667,0.47368,23,1.67E-08,48.73176399
6735,47,1.6667,0.57895,23,1.67E-08,49.82915999
6736,47,1.6667,0.68421,23,1.67E-08,50.96183101
6737,47,1.6667,0.78947,23,1.67E-08,52.12173099
6738,47,1.6667,0.89474,23,1.67E-08,53.30054701
6739,47,1.6667,1,23,1.67E-08,54.53034002
6750,47,1.7778,0.052632,23,1.78E-08,44.607341
6751,47,1.7778,0.15789,23,1.78E-08,45.58554501
6752,47,1.7778,0.26316,23,1.78E-08,46.58915901
6753,47,1.7778,0.36842,23,1.78E-08,47.632565
6754,47,1.7778,0.47368,23,1.78E-08,48.69165301
6755,47,1.7778,0.57895,23,1.78E-08,49.779307
6756,47,1.7778,0.68421,23,1.78E-08,50.90180201
6757,47,1.7778,0.78947,23,1.78E-08,52.049947
6758,47,1.7778,0.89474,23,1.78E-08,53.226372
6759,47,1.7778,1,23,1.78E-08,54.433294
6770,47,1.8889,0.052632,23,1.89E-08,44.58967398
6771,47,1.8889,0.15789,23,1.89E-08,45.57159897
6772,47,1.8889,0.26316,23,1.89E-08,46.56327699
6773,47,1.8889,0.36842,23,1.89E-08,47.59073398
6774,47,1.8889,0.47368,23,1.89E-08,48.64605497
6775,47,1.8889,0.57895,23,1.89E-08,49.73199598
6776,47,1.8889,0.68421,23,1.89E-08,50.84059899
6777,47,1.8889,0.78947,23,1.89E-08,51.97298
6778,47,1.8889,0.89474,23,1.89E-08,53.14275797
6779,47,1.8889,1,23,1.89E-08,54.34049998
6790,47,2,0.052632,23,2.00E-08,44.57256199
6791,47,2,0.15789,23,2.00E-08,45.539406
6792,47,2,0.26316,23,2.00E-08,46.545521
6793,47,2,0.36842,23,2.00E-08,47.55765499
6794,47,2,0.47368,23,2.00E-08,48.60115498
6795,47,2,0.57895,23,2.00E-08,49.676921
6796,47,2,0.68421,23,2.00E-08,50.76760099
6797,47,2,0.78947,23,2.00E-08,51.90120501
6798,47,2,0.89474,23,2.00E-08,53.059114
6799,47,2,1,23,2.00E-08,54.244157
6810,46,1,0.052632,23,1.00E-08,44.672552
6811,46,1,0.15789,23,1.00E-08,45.696424
6812,46,1,0.26316,23,1.00E-08,46.7453
6813,46,1,0.36842,23,1.00E-08,47.836674
6814,46,1,0.47368,23,1.00E-08,48.952748
6815,46,1,0.57895,23,1.00E-08,50.105194
6816,46,1,0.68421,23,1.00E-08,51.292388
6817,46,1,0.78947,23,1.00E-08,52.519628
6818,46,1,0.89474,23,1.00E-08,53.774687
6819,46,1,1,23,1.00E-08,55.07046899
6830,46,1.1111,0.052632,23,1.11E-08,44.664174
6831,46,1.1111,0.15789,23,1.11E-08,45.684806
6832,46,1.1111,0.26316,23,1.11E-08,46.72695901
6833,46,1.1111,0.36842,23,1.11E-08,47.80431701
6834,46,1.1111,0.47368,23,1.11E-08,48.91628401
6835,46,1.1111,0.57895,23,1.11E-08,50.058874
6836,46,1.1111,0.68421,23,1.11E-08,51.23595901
6837,46,1.1111,0.78947,23,1.11E-08,52.44987301
6838,46,1.1111,0.89474,23,1.11E-08,53.69283
6839,46,1.1111,1,23,1.11E-08,54.97973901
6850,46,1.2222,0.052632,23,1.22E-08,44.657281
6851,46,1.2222,0.15789,23,1.22E-08,45.670945
6852,46,1.2222,0.26316,23,1.22E-08,46.708286
6853,46,1.2222,0.36842,23,1.22E-08,47.780813
6854,46,1.2222,0.47368,23,1.22E-08,48.879316
6855,46,1.2222,0.57895,23,1.22E-08,50.020175
6856,46,1.2222,0.68421,23,1.22E-08,51.181966
6857,46,1.2222,0.78947,23,1.22E-08,52.382764
6858,46,1.2222,0.89474,23,1.22E-08,53.61715899
6859,46,1.2222,1,23,1.22E-08,54.889429
6870,46,1.3333,0.052632,23,1.33E-08,44.64932801
6871,46,1.3333,0.15789,23,1.33E-08,45.649296
6872,46,1.3333,0.26316,23,1.33E-08,46.685958
6873,46,1.3333,0.36842,23,1.33E-08,47.75205501
6874,46,1.3333,0.47368,23,1.33E-08,48.84924701
6875,46,1.3333,0.57895,23,1.33E-08,49.97283001
6876,46,1.3333,0.68421,23,1.33E-08,51.12767601
6877,46,1.3333,0.78947,23,1.33E-08,52.324001
6878,46,1.3333,0.89474,23,1.33E-08,53.542977
6879,46,1.3333,1,23,1.33E-08,54.80125901
6890,46,1.4444,0.052632,23,1.44E-08,44.63816101
6891,46,1.4444,0.15789,23,1.44E-08,45.637487
6892,46,1.4444,0.26316,23,1.44E-08,46.66489701
6893,46,1.4444,0.36842,23,1.44E-08,47.722053
6894,46,1.4444,0.47368,23,1.44E-08,48.80986
6895,46,1.4444,0.57895,23,1.44E-08,49.926572
6896,46,1.4444,0.68421,23,1.44E-08,51.078473
6897,46,1.4444,0.78947,23,1.44E-08,52.258573
6898,46,1.4444,0.89474,23,1.44E-08,53.470084
6899,46,1.4444,1,23,1.44E-08,54.714364
6910,46,1.5556,0.052632,23,1.56E-08,44.62795199
6911,46,1.5556,0.15789,23,1.56E-08,45.62055801
6912,46,1.5556,0.26316,23,1.56E-08,46.637613
6913,46,1.5556,0.36842,23,1.56E-08,47.69254499
6914,46,1.5556,0.47368,23,1.56E-08,48.77600101
6915,46,1.5556,0.57895,23,1.56E-08,49.88258401
6916,46,1.5556,0.68421,23,1.56E-08,51.02483001
6917,46,1.5556,0.78947,23,1.56E-08,52.20145301
6918,46,1.5556,0.89474,23,1.56E-08,53.39589698
6919,46,1.5556,1,23,1.56E-08,54.626464
6930,46,1.6667,0.052632,23,1.67E-08,44.61505102
6931,46,1.6667,0.15789,23,1.67E-08,45.61010099
6932,46,1.6667,0.26316,23,1.67E-08,46.61605601
6933,46,1.6667,0.36842,23,1.67E-08,47.666551
6934,46,1.6667,0.47368,23,1.67E-08,48.73286999
6935,46,1.6667,0.57895,23,1.67E-08,49.83859001
6936,46,1.6667,0.68421,23,1.67E-08,50.97183301
6937,46,1.6667,0.78947,23,1.67E-08,52.12483302
6938,46,1.6667,0.89474,23,1.67E-08,53.31952002
6939,46,1.6667,1,23,1.67E-08,54.542944
6950,46,1.7778,0.052632,23,1.78E-08,44.600704
6951,46,1.7778,0.15789,23,1.78E-08,45.58317001
6952,46,1.7778,0.26316,23,1.78E-08,46.59035902
6953,46,1.7778,0.36842,23,1.78E-08,47.63687702
6954,46,1.7778,0.47368,23,1.78E-08,48.69925503
6955,46,1.7778,0.57895,23,1.78E-08,49.79039801
6956,46,1.7778,0.68421,23,1.78E-08,50.91394301
6957,46,1.7778,0.78947,23,1.78E-08,52.06557502
6958,46,1.7778,0.89474,23,1.78E-08,53.24985702
6959,46,1.7778,1,23,1.78E-08,54.45720802
6970,46,1.8889,0.052632,23,1.89E-08,44.58400399
6971,46,1.8889,0.15789,23,1.89E-08,45.55617199
6972,46,1.8889,0.26316,23,1.89E-08,46.57078299
6973,46,1.8889,0.36842,23,1.89E-08,47.60561499
6974,46,1.8889,0.47368,23,1.89E-08,48.65910199
6975,46,1.8889,0.57895,23,1.89E-08,49.73712
6976,46,1.8889,0.68421,23,1.89E-08,50.85448599
6977,46,1.8889,0.78947,23,1.89E-08,51.99790599
6978,46,1.8889,0.89474,23,1.89E-08,53.16487999
6979,46,1.8889,1,23,1.89E-08,54.36459297
6990,46,2,0.052632,23,2.00E-08,44.56545999
6991,46,2,0.15789,23,2.00E-08,45.543492
6992,46,2,0.26316,23,2.00E-08,46.533689
6993,46,2,0.36842,23,2.00E-08,47.55901799
6994,46,2,0.47368,23,2.00E-08,48.60587001
6995,46,2,0.57895,23,2.00E-08,49.68997001
6996,46,2,0.68421,23,2.00E-08,50.79229898
6997,46,2,0.78947,23,2.00E-08,51.932983
6998,46,2,0.89474,23,2.00E-08,53.08630101
6999,46,2,1,23,2.00E-08,54.28124
7010,45,1,0.052632,23,1.00E-08,44.669059
7011,45,1,0.15789,23,1.00E-08,45.693339
7012,45,1,0.26316,23,1.00E-08,46.745729
7013,45,1,0.36842,23,1.00E-08,47.829737
7014,45,1,0.47368,23,1.00E-08,48.948372
7015,45,1,0.57895,23,1.00E-08,50.10005199
7016,45,1,0.68421,23,1.00E-08,51.286786
7017,45,1,0.78947,23,1.00E-08,52.502784
7018,45,1,0.89474,23,1.00E-08,53.761942
7019,45,1,1,23,1.00E-08,55.048626
7030,45,1.1111,0.052632,23,1.11E-08,44.66158901
7031,45,1.1111,0.15789,23,1.11E-08,45.674696
7032,45,1.1111,0.26316,23,1.11E-08,46.71785801
7033,45,1.1111,0.36842,23,1.11E-08,47.80247501
7034,45,1.1111,0.47368,23,1.11E-08,48.91156301
7035,45,1.1111,0.57895,23,1.11E-08,50.05664301
7036,45,1.1111,0.68421,23,1.11E-08,51.23262901
7037,45,1.1111,0.78947,23,1.11E-08,52.44560001
7038,45,1.1111,0.89474,23,1.11E-08,53.69265401
7039,45,1.1111,1,23,1.11E-08,54.96978501
7050,45,1.2222,0.052632,23,1.22E-08,44.65138299
7051,45,1.2222,0.15789,23,1.22E-08,45.662496
7052,45,1.2222,0.26316,23,1.22E-08,46.70029299
7053,45,1.2222,0.36842,23,1.22E-08,47.781441
7054,45,1.2222,0.47368,23,1.22E-08,48.87766799
7055,45,1.2222,0.57895,23,1.22E-08,50.01282199
7056,45,1.2222,0.68421,23,1.22E-08,51.184397
7057,45,1.2222,0.78947,23,1.22E-08,52.387162
7058,45,1.2222,0.89474,23,1.22E-08,53.61800799
7059,45,1.2222,1,23,1.22E-08,54.88384599
7070,45,1.3333,0.052632,23,1.33E-08,44.64290601
7071,45,1.3333,0.15789,23,1.33E-08,45.645637
7072,45,1.3333,0.26316,23,1.33E-08,46.692821
7073,45,1.3333,0.36842,23,1.33E-08,47.749065
7074,45,1.3333,0.47368,23,1.33E-08,48.848363
7075,45,1.3333,0.57895,23,1.33E-08,49.97262401
7076,45,1.3333,0.68421,23,1.33E-08,51.133072
7077,45,1.3333,0.78947,23,1.33E-08,52.322771
7078,45,1.3333,0.89474,23,1.33E-08,53.55252601
7079,45,1.3333,1,23,1.33E-08,54.81075201
7090,45,1.4444,0.052632,23,1.44E-08,44.634225
7091,45,1.4444,0.15789,23,1.44E-08,45.637978
7092,45,1.4444,0.26316,23,1.44E-08,46.657537
7093,45,1.4444,0.36842,23,1.44E-08,47.721504
7094,45,1.4444,0.47368,23,1.44E-08,48.814338
7095,45,1.4444,0.57895,23,1.44E-08,49.931471
7096,45,1.4444,0.68421,23,1.44E-08,51.087011
7097,45,1.4444,0.78947,23,1.44E-08,52.269454
7098,45,1.4444,0.89474,23,1.44E-08,53.48602699
7099,45,1.4444,1,23,1.44E-08,54.723586
7110,45,1.5556,0.052632,23,1.56E-08,44.62228501
7111,45,1.5556,0.15789,23,1.56E-08,45.618995
7112,45,1.5556,0.26316,23,1.56E-08,46.64182901
7113,45,1.5556,0.36842,23,1.56E-08,47.69924598
7114,45,1.5556,0.47368,23,1.56E-08,48.778014
7115,45,1.5556,0.57895,23,1.56E-08,49.892722
7116,45,1.5556,0.68421,23,1.56E-08,51.03246098
7117,45,1.5556,0.78947,23,1.56E-08,52.20895001
7118,45,1.5556,0.89474,23,1.56E-08,53.41091299
7119,45,1.5556,1,23,1.56E-08,54.64835199
7130,45,1.6667,0.052632,23,1.67E-08,44.609308
7131,45,1.6667,0.15789,23,1.67E-08,45.601629
7132,45,1.6667,0.26316,23,1.67E-08,46.615685
7133,45,1.6667,0.36842,23,1.67E-08,47.66335101
7134,45,1.6667,0.47368,23,1.67E-08,48.74347002
7135,45,1.6667,0.57895,23,1.67E-08,49.846578
7136,45,1.6667,0.68421,23,1.67E-08,50.98295902
7137,45,1.6667,0.78947,23,1.67E-08,52.14999999
7138,45,1.6667,0.89474,23,1.67E-08,53.34175202
7139,45,1.6667,1,23,1.67E-08,54.561399
7150,45,1.7778,0.052632,23,1.78E-08,44.59544601
7151,45,1.7778,0.15789,23,1.78E-08,45.577564
7152,45,1.7778,0.26316,23,1.78E-08,46.59542001
7153,45,1.7778,0.36842,23,1.78E-08,47.63938901
7154,45,1.7778,0.47368,23,1.78E-08,48.70751903
7155,45,1.7778,0.57895,23,1.78E-08,49.80318602
7156,45,1.7778,0.68421,23,1.78E-08,50.93090802
7157,45,1.7778,0.78947,23,1.78E-08,52.085153
7158,45,1.7778,0.89474,23,1.78E-08,53.26770602
7159,45,1.7778,1,23,1.78E-08,54.47948403
7170,45,1.8889,0.052632,23,1.89E-08,44.57756998
7171,45,1.8889,0.15789,23,1.89E-08,45.559258
7172,45,1.8889,0.26316,23,1.89E-08,46.56584697
7173,45,1.8889,0.36842,23,1.89E-08,47.60358999
7174,45,1.8889,0.47368,23,1.89E-08,48.66213398
7175,45,1.8889,0.57895,23,1.89E-08,49.75822799
7176,45,1.8889,0.68421,23,1.89E-08,50.87002399
7177,45,1.8889,0.78947,23,1.89E-08,52.01877199
7178,45,1.8889,0.89474,23,1.89E-08,53.19013299
7179,45,1.8889,1,23,1.89E-08,54.398419
7190,45,2,0.052632,23,2.00E-08,44.55653901
7191,45,2,0.15789,23,2.00E-08,45.534879
7192,45,2,0.26316,23,2.00E-08,46.533784
7193,45,2,0.36842,23,2.00E-08,47.56088699
7194,45,2,0.47368,23,2.00E-08,48.61865601
7195,45,2,0.57895,23,2.00E-08,49.70823399
7196,45,2,0.68421,23,2.00E-08,50.806821
7197,45,2,0.78947,23,2.00E-08,51.94827099
7198,45,2,0.89474,23,2.00E-08,53.11225499
7199,45,2,1,23,2.00E-08,54.30200498
7210,44,1,0.052632,23,1.00E-08,44.667002
7211,44,1,0.15789,23,1.00E-08,45.69022
7212,44,1,0.26316,23,1.00E-08,46.738153
7213,44,1,0.36842,23,1.00E-08,47.82945
7214,44,1,0.47368,23,1.00E-08,48.94212799
7215,44,1,0.57895,23,1.00E-08,50.09025399
7216,44,1,0.68421,23,1.00E-08,51.27943099
7217,44,1,0.78947,23,1.00E-08,52.495667
7218,44,1,0.89474,23,1.00E-08,53.750764
7219,44,1,1,23,1.00E-08,55.039438
7230,44,1.1111,0.052632,23,1.11E-08,44.65808001
7231,44,1.1111,0.15789,23,1.11E-08,45.675754
7232,44,1.1111,0.26316,23,1.11E-08,46.72230801
7233,44,1.1111,0.36842,23,1.11E-08,47.79746001
7234,44,1.1111,0.47368,23,1.11E-08,48.90930601
7235,44,1.1111,0.57895,23,1.11E-08,50.05467201
7236,44,1.1111,0.68421,23,1.11E-08,51.22648601
7237,44,1.1111,0.78947,23,1.11E-08,52.43822001
7238,44,1.1111,0.89474,23,1.11E-08,53.68375701
7239,44,1.1111,1,23,1.11E-08,54.962159
7250,44,1.2222,0.052632,23,1.22E-08,44.64894499
7251,44,1.2222,0.15789,23,1.22E-08,45.66460099
7252,44,1.2222,0.26316,23,1.22E-08,46.70361799
7253,44,1.2222,0.36842,23,1.22E-08,47.776254
7254,44,1.2222,0.47368,23,1.22E-08,48.88094599
7255,44,1.2222,0.57895,23,1.22E-08,50.008279
7256,44,1.2222,0.68421,23,1.22E-08,51.18319299
7257,44,1.2222,0.78947,23,1.22E-08,52.38631901
7258,44,1.2222,0.89474,23,1.22E-08,53.614821
7259,44,1.2222,1,23,1.22E-08,54.885284
7270,44,1.3333,0.052632,23,1.33E-08,44.63974001
7271,44,1.3333,0.15789,23,1.33E-08,45.64713401
7272,44,1.3333,0.26316,23,1.33E-08,46.687625
7273,44,1.3333,0.36842,23,1.33E-08,47.75322001
7274,44,1.3333,0.47368,23,1.33E-08,48.85030501
7275,44,1.3333,0.57895,23,1.33E-08,49.97552801
7276,44,1.3333,0.68421,23,1.33E-08,51.13617701
7277,44,1.3333,0.78947,23,1.33E-08,52.331877
7278,44,1.3333,0.89474,23,1.33E-08,53.55302401
7279,44,1.3333,1,23,1.33E-08,54.810973
7290,44,1.4444,0.052632,23,1.44E-08,44.628756
7291,44,1.4444,0.15789,23,1.44E-08,45.62876099
7292,44,1.4444,0.26316,23,1.44E-08,46.662406
7293,44,1.4444,0.36842,23,1.44E-08,47.71969499
7294,44,1.4444,0.47368,23,1.44E-08,48.81027699
7295,44,1.4444,0.57895,23,1.44E-08,49.936534
7296,44,1.4444,0.68421,23,1.44E-08,51.08644199
7297,44,1.4444,0.78947,23,1.44E-08,52.281139
7298,44,1.4444,0.89474,23,1.44E-08,53.485992
7299,44,1.4444,1,23,1.44E-08,54.733746
7310,44,1.5556,0.052632,23,1.56E-08,44.61659401
7311,44,1.5556,0.15789,23,1.56E-08,45.612295
7312,44,1.5556,0.26316,23,1.56E-08,46.641529
7313,44,1.5556,0.36842,23,1.56E-08,47.694936
7314,44,1.5556,0.47368,23,1.56E-08,48.77963898
7315,44,1.5556,0.57895,23,1.56E-08,49.895304
7316,44,1.5556,0.68421,23,1.56E-08,51.04448898
7317,44,1.5556,0.78947,23,1.56E-08,52.21980801
7318,44,1.5556,0.89474,23,1.56E-08,53.422204
